total,total_big3,yw,sx,yy,wl
277,153,58,68,27,76
463,256,97,76,83,91
392,196,72,59,65,73
175,87,12,8,67,24
181,83,0,41,42,57
332,171,32,43,96,79
263,118,63,33,22,79
361,208,57,70,81,45
303,172,30,90,52,19
280,151,59,67,25,59
312,147,51,54,42,5
384,146,50,13,83,81
216,89,9,26,54,59
246,181,63,21,97,11
277,175,99,45,31,74
135,57,16,32,9,2
242,128,58,28,42,1
226,162,81,38,43,32
308,120,32,16,72,82
265,164,11,90,63,15
174,81,7,5,69,12
277,65,18,19,28,93
366,157,33,32,92,77
207,74,58,1,15,60
318,92,27,39,26,87
452,192,86,33,73,95
338,143,13,50,80,98
310,119,42,63,14,32
151,23,16,0,7,78
183,145,44,53,48,5
268,152,78,44,30,43
367,217,46,91,80,80
296,188,74,86,28,78
236,193,88,60,45,6
298,169,99,4,66,51
248,30,3,19,8,98
337,182,92,0,90,36
319,62,30,13,19,63
196,122,30,58,34,18
263,129,97,14,18,45
235,154,48,89,17,7
338,197,76,52,69,0
323,109,13,34,62,88
307,193,64,69,60,72
300,180,73,54,53,43
358,195,65,78,52,34
308,101,18,22,61,80
321,172,72,45,55,17
396,231,98,53,80,70
317,148,69,26,53,39
128,106,18,64,24,10
274,186,81,98,7,44
180,91,37,1,53,12
222,111,41,34,36,31
275,104,18,58,28,93
309,141,24,41,76,95
363,156,85,51,20,73
230,68,1,43,24,97
252,170,1,94,75,4
246,180,27,74,79,46
305,166,28,95,43,60
256,133,70,51,12,68
251,116,5,90,21,85
385,133,92,3,38,94
268,134,27,83,24,23
338,127,61,12,54,77
368,173,95,64,14,37
409,203,75,83,45,72
304,125,39,62,24,37
220,131,93,8,30,52
296,139,44,64,31,5
240,96,24,47,25,3
266,211,74,94,43,4
290,129,4,87,38,0
320,142,26,55,61,68
364,263,94,79,90,58
285,82,2,65,15,97
255,155,19,84,52,7
356,209,56,71,82,28
311,120,0,26,94,58
371,137,64,29,44,58
440,197,73,29,95,90
270,160,47,29,84,65
279,140,85,6,49,77
351,185,96,10,79,81
316,234,56,85,93,25
316,215,65,80,70,16
222,114,43,63,8,25
366,234,52,85,97,71
347,167,24,96,47,97
340,180,58,91,31,20
295,161,65,95,1,94
231,147,9,60,78,36
296,133,26,21,86,76
315,189,59,41,89,34
468,236,59,94,83,63
231,100,13,71,16,45
237,106,1,24,81,32
131,96,18,4,74,10
354,187,48,41,98,33
301,130,52,53,25,29
494,259,87,88,84,88
310,189,76,28,85,14
250,120,70,34,16,3
159,72,20,23,29,52
386,204,73,62,69,20
257,180,93,60,27,37
202,145,12,97,36,26
277,121,49,67,5,21
324,73,38,22,13,78
306,157,92,24,41,63
275,184,55,91,38,56
468,201,47,95,59,95
246,120,44,58,18,16
285,175,53,71,51,94
299,114,69,34,11,72
269,135,36,11,88,48
296,128,70,12,46,91
346,239,77,96,66,32
258,115,34,80,1,28
368,146,24,56,66,80
344,186,91,58,37,57
217,105,23,9,73,16
321,213,35,86,92,4
206,111,21,53,37,21
289,132,42,86,4,38
335,80,29,8,43,92
248,129,97,16,16,87
160,55,24,23,8,41
327,115,74,25,16,88
392,128,19,22,87,92
204,88,73,14,1,70
332,136,31,48,57,66
417,222,79,84,59,62
240,140,51,49,40,47
187,112,71,18,23,9
292,181,36,91,54,51
354,194,91,46,57,56
271,164,59,35,70,3
266,236,73,78,85,1
416,207,82,77,48,42
373,186,85,32,69,80
324,230,82,85,63,17
176,70,5,12,53,19
222,188,80,46,62,4
366,120,36,26,58,78
314,143,40,66,37,38
359,134,33,8,93,77
407,193,97,32,64,74
267,85,0,68,17,62
237,143,90,22,31,4
279,147,69,26,52,94
290,119,34,1,84,24
201,146,50,74,22,9
266,180,73,12,95,37
387,180,39,47,94,70
362,167,50,23,94,53
286,156,39,76,41,1
407,187,61,86,40,92
415,159,70,10,79,99
321,159,70,79,10,74
280,152,96,52,4,40
434,159,73,54,32,97
176,81,46,22,13,43
404,251,61,93,97,95
390,206,77,62,67,69
219,127,32,59,36,53
419,200,95,14,91,87
361,227,44,94,89,94
318,166,48,45,73,14
354,148,77,39,32,67
203,55,28,11,16,21
222,188,64,92,32,17
129,34,7,4,23,78
503,235,91,45,99,96
211,121,75,22,24,32
304,118,20,68,30,74
242,205,74,58,73,21
306,135,40,54,41,28
282,114,13,75,26,70
284,88,45,41,2,88
281,118,19,83,16,79
407,184,64,68,52,71
125,69,33,17,19,7
285,106,51,39,16,99
320,160,43,53,64,71
277,138,3,96,39,39
324,205,81,47,77,68
223,145,60,60,25,70
271,141,37,75,29,73
329,111,5,37,69,53
239,195,57,40,98,0
260,60,29,21,10,85
298,72,20,40,12,78
193,162,51,44,67,11
204,78,1,51,26,68
353,122,80,13,29,43
285,126,23,94,9,92
313,74,29,23,22,78
312,166,26,84,56,19
165,69,53,10,6,45
344,151,62,15,74,89
216,123,22,41,60,11
335,157,36,30,91,77
308,159,63,44,52,8
323,182,78,20,84,7
257,68,59,8,1,93
364,202,57,96,49,57
382,195,54,98,43,61
180,73,33,2,38,60
354,164,7,84,73,79
316,102,10,40,52,99
167,125,51,74,0,19
244,98,31,6,61,47
225,57,18,14,25,70
206,124,62,22,40,14
475,217,57,76,84,94
224,123,21,33,69,13
337,146,48,21,77,78
416,210,81,92,37,76
496,256,89,92,75,83
306,169,64,15,90,86
349,258,96,80,82,35
230,157,91,12,54,15
399,197,92,93,12,97
360,195,72,86,37,56
314,204,98,27,79,69
260,155,24,37,94,28
301,210,98,52,60,7
423,171,57,48,66,68
310,197,58,76,63,54
335,178,64,51,63,59
354,213,91,49,73,43
254,92,20,51,21,47
259,85,1,21,63,62
264,105,10,0,95,66
281,226,61,81,84,7
254,131,23,55,53,51
229,139,61,40,38,8
203,56,10,23,23,65
367,127,30,13,84,76
253,141,48,49,44,75
304,204,70,52,82,31
312,125,61,6,58,59
439,185,2,93,90,64
355,197,78,24,95,16
210,139,86,7,46,19
167,102,31,31,40,19
380,223,88,75,60,84
291,90,55,31,4,73
319,199,88,95,16,61
360,175,93,23,59,25
398,240,70,83,87,32
329,223,62,91,70,8
338,136,38,55,43,57
315,158,7,65,86,77
330,191,26,67,98,58
346,147,63,68,16,68
284,209,79,60,70,36
259,156,0,66,90,44
215,90,10,21,59,48
160,58,17,35,6,90
284,147,59,24,64,44
284,142,60,41,41,35
385,190,96,88,6,57
194,56,0,14,42,85
257,131,86,4,41,4
254,189,72,24,93,29
336,166,94,50,22,91
249,157,38,50,69,69
307,146,49,50,47,46
293,220,76,62,82,10
188,129,13,63,53,33
319,190,66,88,36,62
261,142,14,49,79,61
275,169,43,85,41,18
427,204,99,78,27,90
322,174,90,43,41,24
233,168,26,62,80,2
200,70,48,0,22,11
335,172,52,50,70,68
419,256,84,89,83,67
271,148,47,85,16,29
348,232,84,88,60,20
326,89,6,35,48,60
267,143,7,44,92,33
256,125,31,49,45,30
385,148,70,58,20,81
357,243,58,87,98,29
299,94,37,10,47,56
315,94,23,65,6,62
294,161,86,34,41,45
279,113,50,32,31,72
332,178,65,86,27,4
300,200,96,27,77,12
410,208,84,70,54,84
201,117,38,13,66,27
360,190,39,85,66,42
298,170,62,96,12,48
352,175,23,82,70,91
350,120,35,25,60,94
251,117,13,21,83,28
244,98,17,52,29,71
296,138,46,27,65,86
249,193,17,78,98,28
449,244,84,61,99,94
390,123,60,16,47,90
305,151,99,45,7,79
240,106,14,27,65,8
366,195,82,82,31,64
295,118,52,4,62,94
336,153,50,19,84,74
368,198,80,25,93,61
328,165,91,72,2,71
407,261,78,85,98,13
269,164,15,74,75,23
307,87,0,81,6,63
269,112,1,88,23,97
249,116,10,76,30,24
305,180,17,64,99,35
287,114,19,54,41,69
361,212,84,47,81,61
318,212,80,60,72,26
467,192,27,66,99,89
302,115,29,4,82,60
260,110,11,84,15,46
345,192,58,47,87,81
266,157,9,67,81,4
210,169,70,13,86,18
196,84,9,55,20,17
429,199,90,15,94,91
365,163,74,6,83,93
329,197,33,75,89,8
272,139,1,58,80,60
433,212,55,79,78,91
156,54,5,12,37,5
311,173,9,69,95,63
326,170,64,75,31,70
317,121,8,45,68,76
193,113,1,39,73,65
388,179,10,72,97,22
327,140,63,61,16,91
290,130,29,40,61,50
295,121,2,49,70,6
295,170,82,24,64,45
313,155,22,48,85,74
426,193,80,33,80,83
331,66,19,5,42,98
333,163,67,8,88,33
332,133,62,42,29,58
264,142,18,97,27,70
450,226,75,77,74,91
308,173,96,50,27,41
375,202,72,33,97,49
238,113,33,26,54,21
391,243,97,82,64,37
354,202,85,86,31,12
293,124,39,62,23,53
284,218,97,96,25,13
299,194,82,53,59,25
338,120,42,25,53,88
397,245,84,71,90,38
219,120,46,49,25,59
359,118,29,85,4,58
333,208,70,82,56,35
257,113,6,65,42,54
356,166,89,13,64,8
385,168,5,88,75,82
211,50,3,41,6,32
318,144,31,74,39,80
297,186,73,75,38,97
240,105,87,11,7,55
275,129,1,45,83,3
367,154,62,68,24,71
317,168,59,40,69,93
353,132,28,70,34,71
222,175,27,75,73,31
216,87,17,15,55,99
305,123,15,40,68,4
425,259,76,93,90,54
169,91,63,6,22,23
223,137,13,68,56,31
200,50,23,1,26,44
370,136,43,84,9,47
290,123,81,12,30,71
219,124,84,14,26,32
179,58,9,22,27,4
225,65,38,10,17,7
339,243,54,97,92,1
330,213,95,66,52,60
285,191,13,86,92,6
345,142,76,13,53,52
255,196,85,75,36,7
346,131,37,17,77,77
241,105,64,1,40,33
285,183,7,87,89,3
207,60,26,22,12,44
319,148,23,46,79,89
257,106,67,27,12,34
311,145,30,62,53,70
372,192,52,73,67,16
219,158,69,46,43,13
361,170,55,17,98,37
374,173,63,15,95,95
432,271,84,99,88,52
270,172,64,58,50,37
322,194,72,41,81,29
323,123,17,24,82,12
379,208,68,84,56,93
286,175,83,53,39,14
370,180,44,44,92,90
184,128,47,47,34,1
355,87,10,49,28,89
330,139,36,99,4,63
261,108,53,11,44,77
333,162,37,70,55,42
278,158,38,71,49,27
288,187,65,43,79,5
309,140,65,14,61,72
245,112,13,47,52,36
223,46,25,17,4,10
299,147,91,16,40,35
360,143,48,90,5,53
362,153,42,18,93,64
318,184,86,21,77,0
210,82,45,14,23,97
196,56,46,4,6,18
240,114,34,20,60,52
209,139,71,15,53,16
244,102,77,8,17,56
180,47,17,1,29,75
293,215,80,56,79,71
270,115,67,1,47,1
403,219,67,69,83,37
334,130,30,91,9,96
299,164,82,43,39,77
279,116,70,14,32,55
264,175,37,48,90,9
339,150,40,39,71,96
322,110,28,81,1,63
196,133,65,8,60,11
280,171,3,78,90,27
313,121,10,62,49,37
382,180,32,73,75,84
266,160,26,85,49,35
229,83,26,13,44,84
235,94,10,73,11,95
392,158,68,42,48,84
349,158,47,22,89,67
271,179,89,70,20,9
281,174,80,37,57,89
428,266,78,95,93,52
199,66,4,42,20,75
190,111,69,21,21,16
198,87,60,14,13,36
257,207,79,32,96,5
289,147,16,93,38,57
361,162,46,75,41,93
365,214,87,84,43,9
418,230,83,63,84,93
165,71,37,3,31,32
144,61,27,24,10,13
263,188,37,88,63,28
227,94,15,14,65,34
190,64,3,53,8,98
335,174,54,29,91,71
263,165,81,27,57,2
352,217,45,88,84,75
173,71,10,60,1,49
203,120,91,4,25,48
407,201,40,63,98,54
270,150,9,56,85,18
164,57,21,36,0,36
396,181,86,47,48,68
201,60,10,8,42,80
207,159,83,23,53,9
359,135,39,83,13,92
435,184,93,88,3,88
401,198,49,97,52,66
270,172,95,66,11,0
323,89,13,56,20,99
406,257,97,90,70,77
170,103,8,16,79,9
387,142,16,34,92,87
331,96,34,28,34,83
416,162,40,35,87,88
324,189,22,83,84,63
375,237,73,92,72,72
226,103,66,37,0,58
250,139,13,51,75,57
247,128,11,82,35,45
268,148,34,68,46,96
233,158,68,12,78,4
292,148,53,52,43,40
254,116,11,68,37,68
437,196,95,47,54,87
213,112,64,31,17,33
272,76,2,61,13,99
225,111,83,18,10,44
445,231,84,88,59,50
303,124,79,3,42,6
322,117,36,49,32,19
196,184,36,52,96,2
393,194,81,72,41,64
309,229,94,55,80,8
271,153,48,28,77,76
146,24,9,5,10,86
309,199,92,38,69,11
397,229,88,99,42,37
489,240,87,76,77,86
365,195,32,75,88,51
285,193,40,69,84,34
371,219,74,89,56,53
382,170,80,31,59,99
156,56,28,13,15,24
340,156,40,41,75,85
358,215,87,46,82,5
222,136,34,58,44,3
204,91,58,19,14,61
273,117,65,43,9,28
401,197,76,48,73,98
271,103,90,13,0,83
156,34,8,20,6,55
303,167,12,60,95,67
160,44,0,34,10,4
325,131,28,8,95,31
328,187,59,56,72,42
358,191,40,85,66,76
190,138,85,48,5,45
383,197,81,91,25,84
264,135,72,12,51,59
248,125,50,26,49,3
304,132,62,13,57,30
251,113,28,65,20,74
302,144,15,85,44,77
326,202,59,77,66,80
233,43,43,0,0,76
217,137,19,83,35,9
329,143,48,15,80,59
286,117,17,84,16,2
284,162,50,53,59,10
237,96,58,33,5,19
267,128,92,3,33,72
252,220,97,27,96,2
179,68,9,36,23,24
204,103,53,18,32,15
259,119,25,18,76,92
277,52,35,6,11,78
311,158,96,62,0,6
365,194,88,42,64,77
312,180,69,71,40,52
301,116,45,8,63,69
213,135,41,52,42,33
248,126,10,38,78,55
351,181,80,92,9,61
300,115,41,6,68,28
240,144,10,88,46,12
308,110,18,39,53,59
263,68,55,9,4,68
261,159,59,81,19,52
414,211,58,99,54,62
324,126,63,10,53,33
418,201,43,77,81,57
238,133,9,61,63,24
342,152,41,86,25,38
380,226,93,68,65,93
328,146,51,71,24,56
391,184,78,60,46,78
418,186,68,61,57,88
320,117,9,39,69,98
325,144,78,5,61,47
310,106,14,75,17,71
312,190,71,45,74,4
355,212,95,37,80,57
204,91,42,47,2,42
314,147,69,13,65,75
205,93,54,7,32,7
211,126,45,46,35,19
255,127,41,31,55,86
281,143,41,87,15,51
235,152,17,71,64,23
291,179,81,20,78,59
310,156,53,89,14,59
401,281,97,89,95,19
343,131,44,2,85,72
354,158,61,91,6,35
306,145,30,23,92,77
326,176,31,47,98,60
337,195,94,70,31,68
404,206,94,40,72,91
215,90,6,40,44,43
402,128,48,51,29,97
404,169,73,67,29,75
249,72,46,6,20,4
289,92,62,23,7,78
295,201,83,64,54,58
328,134,9,73,52,95
338,167,38,96,33,20
115,24,15,8,1,11
400,210,44,69,97,50
262,162,53,31,78,44
330,102,31,20,51,76
239,109,64,38,7,51
232,147,51,95,1,19
295,173,78,82,13,20
270,143,41,20,82,1
243,125,75,10,40,42
352,190,86,75,29,56
469,275,94,95,86,64
238,177,69,67,41,22
368,219,91,62,66,82
331,162,49,81,32,44
429,201,95,96,10,91
384,162,88,30,44,81
292,175,89,15,71,23
363,169,50,34,85,92
295,107,16,89,2,68
256,168,22,84,62,13
224,132,2,96,34,12
248,165,75,8,82,37
410,159,51,28,80,78
281,116,67,19,30,89
253,69,53,9,7,70
328,188,63,99,26,69
412,183,84,44,55,99
214,177,78,42,57,0
285,120,53,41,26,35
336,160,2,87,71,84
202,127,50,23,54,27
182,106,3,36,67,33
298,194,51,77,66,21
254,100,11,13,76,76
199,55,8,30,17,68
367,126,40,75,11,60
207,74,13,56,5,6
371,265,98,95,72,39
351,147,14,65,68,64
237,65,15,12,38,87
433,199,86,72,41,98
394,156,61,80,15,93
176,88,14,59,15,45
277,170,55,46,69,37
266,174,29,61,84,12
256,85,60,14,11,5
272,172,86,83,3,7
281,171,51,38,82,68
238,92,14,41,37,75
340,111,88,17,6,70
230,110,41,52,17,35
369,187,42,62,83,37
227,108,36,23,49,78
389,226,89,80,57,59
383,199,67,68,64,86
323,174,20,81,73,40
191,97,18,47,32,38
266,183,63,84,36,18
235,165,45,28,92,26
325,132,26,31,75,94
284,110,54,7,49,69
239,119,57,53,9,4
337,123,31,14,78,86
261,119,17,7,95,40
242,111,54,36,21,81
226,102,6,57,39,75
199,111,15,49,47,5
172,70,59,1,10,71
243,62,4,39,19,18
235,162,43,51,68,21
118,49,42,4,3,15
366,255,58,98,99,57
185,64,4,30,30,46
288,207,87,78,42,28
366,185,80,20,85,55
247,94,9,66,19,37
361,216,97,80,39,36
355,96,11,49,36,88
302,182,40,97,45,48
304,116,9,48,59,34
354,152,59,76,17,31
308,194,48,80,66,32
207,114,37,9,68,48
309,105,59,14,32,52
286,136,35,37,64,40
290,168,94,64,10,6
394,231,70,72,89,31
248,124,36,58,30,93
357,202,40,92,70,48
460,226,99,64,63,73
359,215,45,99,71,26
349,192,91,48,53,49
347,166,40,94,32,17
410,216,95,62,59,95
213,125,28,76,21,51
375,218,81,42,95,30
271,180,78,24,78,79
246,20,0,13,7,98
270,65,4,4,57,94
181,52,3,41,8,8
256,144,54,61,29,4
385,142,32,64,46,97
174,85,53,2,30,35
291,158,60,82,16,41
384,143,80,44,19,90
289,64,3,52,9,87
260,99,53,22,24,38
330,204,89,17,98,28
249,126,23,47,56,38
260,105,6,15,84,76
347,226,99,61,66,62
269,151,87,23,41,59
257,111,7,82,22,6
343,151,33,44,74,28
363,216,53,89,74,9
275,144,72,60,12,19
300,192,70,59,63,0
235,50,13,9,28,93
295,115,28,68,19,3
413,194,32,98,64,93
298,183,44,56,83,67
245,117,20,62,35,52
324,83,32,19,32,81
316,124,90,14,20,94
188,57,19,28,10,46
291,116,49,41,26,26
273,152,88,63,1,54
325,204,77,77,50,23
244,143,55,85,3,53
348,187,36,86,65,26
167,82,58,20,4,5
342,98,37,57,4,93
284,131,31,60,40,55
264,119,40,7,72,1
351,161,96,55,10,80
371,215,40,89,86,57
342,193,61,58,74,0
465,220,72,68,80,71
163,161,60,21,80,2
293,159,12,85,62,17
348,159,1,83,75,96
334,132,1,38,93,97
266,152,35,98,19,27
223,124,3,64,57,21
298,203,62,97,44,5
165,62,18,32,12,43
273,153,56,42,55,6
246,128,14,43,71,7
351,164,71,35,58,62
397,220,98,71,51,68
314,152,90,33,29,47
356,163,4,71,88,83
186,70,16,41,13,48
310,151,84,9,58,91
219,123,4,31,88,11
191,71,12,28,31,75
336,185,78,15,92,50
249,185,52,82,51,2
462,208,31,89,88,86
370,155,40,51,64,37
236,149,22,50,77,27
330,190,99,56,35,55
265,112,9,92,11,46
168,84,32,36,16,74
347,152,59,10,83,52
244,110,59,33,18,0
302,130,32,9,89,66
161,69,33,7,29,2
344,96,18,28,50,80
165,67,12,23,32,2
239,127,31,52,44,46
384,173,33,45,95,87
319,134,8,33,93,84
393,211,70,68,73,61
418,155,12,84,59,69
299,177,3,87,87,28
239,174,34,55,85,8
280,203,74,83,46,44
350,193,72,89,32,76
381,195,72,32,91,35
355,147,64,45,38,79
399,186,37,65,84,99
231,107,68,24,15,52
277,175,79,83,13,32
248,123,6,77,40,29
410,169,57,87,25,72
131,8,0,4,4,2
323,142,78,51,13,46
360,121,15,70,36,89
307,119,31,33,55,94
285,161,94,32,35,7
259,172,64,65,43,43
383,175,10,66,99,71
238,123,31,23,69,11
282,149,88,49,12,95
305,162,42,21,99,17
321,168,60,44,64,56
277,203,89,89,25,5
391,251,72,92,87,45
368,176,47,88,41,30
259,138,75,60,3,10
407,236,85,64,87,39
393,246,89,60,97,42
290,185,69,19,97,68
246,224,85,40,99,10
252,59,22,25,12,58
345,184,85,40,59,77
207,40,21,7,12,98
415,152,85,22,45,81
425,254,62,94,98,45
327,96,64,14,18,47
187,57,33,22,2,36
276,153,35,72,46,15
214,148,94,20,34,8
244,116,3,31,82,67
370,200,87,89,24,71
378,271,93,85,93,6
373,247,80,86,81,84
383,189,79,68,42,18
294,135,83,25,27,41
274,117,3,41,73,59
385,212,83,97,32,60
362,186,88,77,21,73
275,113,35,48,30,26
350,239,57,96,86,26
304,196,95,73,28,27
155,119,17,97,5,11
373,195,14,84,97,69
351,194,33,81,80,53
311,115,37,25,53,96
351,201,68,92,41,10
371,165,94,50,21,96
366,202,98,46,58,24
262,110,6,27,77,20
352,166,58,23,85,49
228,90,57,12,21,15
279,143,15,88,40,21
211,98,40,52,6,19
170,125,39,12,74,0
347,130,23,33,74,72
238,106,4,77,25,70
361,193,47,66,80,94
257,190,33,82,75,28
317,215,65,51,99,8
239,176,82,58,36,30
255,138,43,23,72,34
421,202,93,55,54,97
312,94,13,19,62,99
343,108,20,50,38,91
300,116,26,33,57,76
406,207,59,83,65,50
261,119,39,30,50,59
378,172,63,68,41,81
199,153,23,39,91,34
262,184,58,98,28,27
235,107,89,3,15,34
347,207,9,99,99,53
233,140,83,8,49,23
182,126,83,22,21,2
268,138,45,47,46,97
308,100,36,25,39,84
393,148,65,45,38,89
191,72,2,27,43,82
320,204,46,73,85,76
209,98,9,84,5,19
328,218,81,97,40,10
269,159,62,97,0,8
380,218,62,96,60,33
282,75,22,34,19,91
428,205,98,73,34,77
375,148,40,25,83,67
309,144,4,84,56,68
308,136,43,50,43,64
301,189,81,10,98,66
377,142,13,38,91,74
355,183,25,99,59,80
290,123,5,26,92,52
288,70,2,5,63,48
422,267,84,86,97,78
162,47,2,8,37,89
213,146,56,60,30,0
237,119,18,64,37,25
282,110,45,65,0,26
230,24,9,5,10,96
179,80,12,48,20,48
192,57,12,22,23,18
225,79,63,15,1,41
202,120,0,47,73,43
385,214,89,48,77,59
238,142,40,52,50,21
293,148,8,97,43,26
187,70,21,38,11,13
349,123,4,47,72,89
221,74,23,45,6,27
489,222,92,52,78,99
258,75,54,4,17,91
220,71,5,20,46,34
323,248,64,93,91,29
174,115,25,49,41,33
425,257,75,89,93,67
315,137,23,26,88,21
275,108,31,48,29,35
377,217,94,66,57,50
402,174,68,39,67,94
220,82,7,49,26,69
299,199,77,74,48,29
220,67,43,14,10,40
239,80,35,1,44,59
208,58,6,17,35,22
329,155,12,88,55,35
255,160,85,48,27,9
231,106,46,3,57,27
295,164,5,67,92,87
347,149,52,71,26,58
187,60,5,1,54,77
284,163,58,9,96,67
235,126,54,0,72,81
276,121,68,43,10,20
366,146,77,24,45,84
319,106,13,19,74,94
301,150,72,66,12,53
365,131,63,66,2,92
378,150,59,27,64,78
158,83,20,42,21,13
398,204,42,81,81,71
262,131,1,70,60,24
195,106,96,2,8,47
274,141,27,94,20,75
349,205,82,67,56,38
352,126,63,9,54,99
233,182,83,57,42,2
360,236,90,92,54,43
269,152,51,10,91,1
351,217,93,73,51,10
253,122,26,17,79,59
343,131,51,27,53,42
290,82,8,26,48,76
347,135,36,67,32,54
308,121,18,56,47,22
197,92,10,7,75,0
319,169,21,61,87,25
213,98,23,4,71,46
219,69,31,8,30,54
302,128,45,72,11,39
223,116,17,51,48,59
281,158,94,27,37,64
372,175,93,57,25,58
332,218,68,74,76,72
274,102,33,51,18,79
264,108,43,34,31,83
290,174,90,16,68,47
334,159,15,61,83,54
159,81,39,8,34,45
265,93,55,5,33,87
235,80,11,20,49,49
247,115,6,18,91,20
233,146,51,14,81,10
257,127,20,69,38,49
387,189,80,66,43,21
243,91,50,16,25,98
273,143,41,65,37,14
341,184,99,45,40,11
302,106,31,73,2,90
367,240,88,71,81,51
354,218,81,91,46,32
276,123,90,11,22,9
198,82,12,31,39,86
270,167,83,36,48,52
251,118,37,36,45,61
248,194,85,19,90,32
242,85,36,4,45,21
310,140,75,12,53,26
421,175,77,83,15,64
331,103,52,43,8,97
192,95,62,25,8,43
236,104,2,28,74,19
339,170,31,57,82,82
406,208,95,50,63,64
318,118,40,34,44,64
308,154,75,11,68,49
349,158,23,66,69,83
348,128,12,25,91,70
227,83,3,65,15,66
287,116,22,11,83,9
216,189,14,87,88,10
246,154,26,32,96,37
333,176,16,96,64,76
338,193,85,53,55,95
253,165,90,71,4,7
206,112,27,70,15,10
292,145,88,11,46,76
297,141,60,27,54,69
299,175,41,38,96,92
344,130,34,23,73,73
295,219,51,72,96,18
356,213,74,64,75,55
398,182,47,80,55,37
314,98,54,32,12,73
309,186,76,58,52,24
300,179,27,85,67,60
287,171,30,52,89,51
351,210,60,90,60,77
121,67,3,1,63,1
315,137,28,21,88,74
358,213,79,67,67,44
212,157,79,13,65,8
167,32,13,3,16,57
311,217,97,81,39,54
343,145,59,8,78,83
417,235,59,89,87,23
342,81,34,44,3,96
375,154,22,81,51,46
380,154,31,32,91,98
163,90,38,15,37,32
385,145,97,46,2,97
340,183,35,60,88,73
315,153,18,64,71,63
254,125,62,29,34,48
204,103,5,96,2,57
280,139,51,53,35,29
285,82,17,54,11,86
222,110,78,3,29,7
184,47,44,0,3,23
349,127,36,75,16,34
303,170,48,47,75,36
317,211,43,82,86,68
279,133,52,6,75,68
396,260,82,86,92,35
235,162,62,21,79,26
205,58,24,26,8,23
285,143,26,78,39,87
277,101,50,15,36,43
365,131,89,19,23,89
291,133,94,2,37,22
283,115,84,10,21,68
455,239,76,80,83,60
178,86,5,1,80,56
326,110,22,66,22,81
331,174,10,96,68,61
339,228,64,86,78,71
255,82,23,33,26,35
358,205,52,59,94,20
301,132,43,20,69,67
339,223,85,50,88,8
413,235,85,73,77,76
248,188,83,49,56,36
258,117,28,16,73,42
332,145,10,42,93,97
264,127,61,3,63,72
182,113,20,10,83,29
171,72,66,5,1,24
173,84,17,27,40,29
186,61,26,24,11,79
329,189,95,83,11,13
374,110,76,14,20,85
279,117,10,61,46,53
420,191,88,16,87,56
281,104,4,23,77,83
331,157,78,38,41,79
384,237,91,53,93,33
312,181,59,52,70,35
393,248,75,90,83,73
252,177,93,81,3,24
335,153,85,5,63,46
286,205,89,95,21,24
375,169,8,82,79,48
418,186,83,38,65,71
355,189,68,60,61,55
263,180,75,7,98,53
353,109,52,49,8,94
345,112,61,22,29,92
306,71,5,47,19,68
350,237,87,69,81,59
296,200,73,69,58,21
352,113,5,90,18,99
341,176,73,53,50,60
328,177,88,76,13,71
342,141,51,0,90,69
373,150,91,48,11,52
284,148,72,18,58,79
270,193,46,93,54,15
297,166,84,52,30,78
332,169,93,38,38,52
244,164,99,19,46,13
382,227,98,91,38,29
361,124,45,15,64,78
293,201,88,96,17,38
223,139,70,27,42,29
199,98,39,49,10,61
203,119,81,14,24,64
319,225,99,89,37,45
282,119,27,33,59,98
473,258,94,85,79,64
254,131,54,46,31,9
378,197,87,45,65,42
292,212,95,48,69,45
301,191,28,73,90,17
323,106,50,15,41,44
273,118,1,89,28,70
465,190,39,69,82,96
286,111,87,0,24,98
356,183,84,74,25,19
282,143,51,74,18,60
298,154,38,45,71,88
322,174,44,45,85,29
254,35,1,26,8,59
210,118,52,43,23,48
428,271,83,90,98,98
413,276,93,97,86,27
245,93,3,83,7,57
229,94,64,26,4,31
218,142,33,78,31,8
353,223,80,57,86,38
239,170,88,22,60,25
412,264,94,94,76,62
370,168,81,35,52,86
322,179,16,72,91,16
372,171,81,71,19,90
265,100,37,22,41,80
262,87,26,57,4,71
213,72,5,62,5,14
296,162,39,27,96,44
266,74,47,7,20,73
327,180,86,19,75,86
286,128,55,72,1,59
481,252,90,82,80,80
352,214,36,84,94,62
302,145,81,56,8,92
207,113,35,48,30,6
260,146,27,79,40,14
195,67,1,39,27,25
311,119,16,68,35,56
405,171,55,34,82,92
288,99,7,54,38,20
348,98,13,47,38,88
323,112,24,3,85,29
294,111,6,36,69,29
248,137,12,56,69,72
233,116,4,97,15,68
422,223,68,70,85,68
272,181,94,54,33,2
238,106,72,15,19,40
170,50,39,6,5,19
285,185,90,73,22,33
353,172,69,66,37,59
309,109,2,19,88,92
192,103,18,18,67,35
192,114,44,69,1,8
449,212,90,60,62,90
304,137,29,76,32,43
257,124,21,51,52,73
294,118,6,41,71,62
200,74,58,11,5,57
248,66,32,1,33,17
317,131,48,22,61,80
339,115,56,49,10,99
302,143,53,20,70,56
244,61,3,44,14,74
348,154,94,27,33,93
297,63,33,22,8,77
219,91,11,20,60,29
347,197,93,67,37,54
148,94,50,22,22,23
312,213,41,84,88,6
310,193,55,74,64,12
301,176,73,88,15,82
233,131,26,83,22,34
