total,total_big3,yw,sx,yy,wl
247,119,24,55,40,27
247,120,55,8,57,8
247,122,16,7,99,18
247,128,11,82,35,45
247,129,27,9,93,50
247,132,2,64,66,39
247,133,56,23,54,52
247,133,62,25,46,31
247,137,23,66,48,23
247,151,66,74,11,1
247,155,24,96,35,11
247,156,46,99,11,56
247,162,8,88,66,9
247,163,91,4,68,48
247,178,45,73,60,18
247,179,87,41,51,36
247,181,43,49,89,44
247,181,77,61,43,3
247,183,50,41,92,35
247,187,57,48,82,39
247,188,58,83,47,30
248,30,3,19,8,98
248,46,12,33,1,96
248,50,10,2,38,54
248,66,32,1,33,17
248,68,2,50,16,21
248,71,3,29,39,18
248,72,25,20,27,32
248,81,2,69,10,62
248,87,57,16,14,90
248,90,29,34,27,67
248,94,78,16,0,85
248,99,41,1,57,72
248,101,7,27,67,90
248,101,94,4,3,38
248,104,41,22,41,52
248,106,72,15,19,91
248,110,67,8,35,95
248,115,12,41,62,1
248,116,79,28,9,50
248,123,6,77,40,29
248,123,70,6,47,42
248,124,36,58,30,93
248,125,47,10,68,23
248,125,50,26,49,3
248,125,67,46,12,88
248,126,10,38,78,55
248,128,30,22,76,69
248,129,42,30,57,73
248,129,97,16,16,87
248,133,42,70,21,3
248,137,12,56,69,72
248,138,54,25,59,3
248,140,51,10,79,6
248,144,60,61,23,97
248,145,37,95,13,26
248,147,3,97,47,0
248,149,47,92,10,8
248,149,66,48,35,7
248,151,12,99,40,1
248,159,92,43,24,16
248,165,75,8,82,37
248,167,64,91,12,15
248,176,74,83,19,25
248,187,88,45,54,32
248,188,83,49,56,36
248,194,85,19,90,32
248,208,48,80,80,6
249,56,0,32,24,78
249,65,28,14,23,80
249,66,49,7,10,57
249,66,49,8,9,28
249,68,4,48,16,60
249,69,19,31,19,38
249,72,46,6,20,4
249,88,32,17,39,68
249,94,0,29,65,93
249,98,16,70,12,8
249,100,40,6,54,14
249,105,8,18,79,59
249,106,25,81,0,54
249,107,9,7,91,0
249,108,82,9,17,21
249,110,26,43,41,74
249,112,4,82,26,57
249,113,45,55,13,51
249,116,10,76,30,24
249,116,56,17,43,10
249,117,12,85,20,17
249,122,65,24,33,67
249,123,41,21,61,62
249,125,16,41,68,32
249,126,23,47,56,38
249,126,92,13,21,70
249,127,65,37,25,54
249,129,36,45,48,13
249,129,43,65,21,9
249,130,47,14,69,99
249,131,96,4,31,26
249,133,1,52,80,55
249,136,40,31,65,28
249,136,63,64,9,35
249,137,7,40,90,28
249,138,28,20,90,36
249,142,37,73,32,29
249,145,89,44,12,14
249,147,87,41,19,21
249,152,25,48,79,17
249,152,82,67,3,15
249,157,38,50,69,69
249,158,68,66,24,54
249,162,43,62,57,7
249,163,78,52,33,65
249,168,68,63,37,53
249,175,41,59,75,14
249,185,52,82,51,2
249,185,75,42,68,1
249,193,17,78,98,28
249,198,97,57,44,11
250,52,36,14,2,40
250,59,30,7,22,66
250,63,22,40,1,69
250,68,13,45,10,65
250,87,28,47,12,90
250,98,64,3,31,64
250,100,8,1,91,37
250,100,50,8,42,4
250,101,8,17,76,11
250,104,30,9,65,83
250,115,26,34,55,74
250,116,27,40,49,78
250,118,27,79,12,44
250,120,70,34,16,3
250,122,39,0,83,11
250,126,59,26,41,90
250,129,20,49,60,7
250,130,57,18,55,26
250,130,74,3,53,22
250,133,89,31,13,1
250,137,13,28,96,35
250,139,13,51,75,57
250,149,32,35,82,24
250,150,75,4,71,12
250,154,60,45,49,41
250,156,33,94,29,73
250,174,95,49,30,49
250,186,79,16,91,9
250,193,72,86,35,11
251,36,15,20,1,50
251,37,15,2,20,45
251,63,12,12,39,73
251,73,0,6,67,72
251,76,17,42,17,61
251,77,23,37,17,88
251,81,36,6,39,67
251,82,16,18,48,49
251,83,0,37,46,86
251,85,31,31,23,74
251,90,16,63,11,9
251,94,18,26,50,99
251,99,15,38,46,77
251,101,68,14,19,98
251,110,2,78,30,95
251,113,28,65,20,74
251,114,77,4,33,25
251,116,5,90,21,85
251,117,13,21,83,28
251,117,39,16,62,22
251,118,37,36,45,61
251,118,48,2,68,37
251,121,39,26,56,25
251,124,76,38,10,4
251,124,83,2,39,37
251,128,92,36,0,47
251,129,59,22,48,61
251,131,41,81,9,54
251,132,21,77,34,10
251,132,33,57,42,26
251,134,43,56,35,69
251,134,97,10,27,85
251,136,24,78,34,55
251,140,19,34,87,0
251,142,37,93,12,4
251,145,7,53,85,13
251,145,11,64,70,23
251,145,98,6,41,62
251,148,94,16,38,35
251,152,78,51,23,38
251,154,95,39,20,10
251,158,13,99,46,26
251,161,21,43,97,2
251,161,94,45,22,50
251,165,71,28,66,21
251,167,65,26,76,53
251,169,18,78,73,18
251,179,22,63,94,1
251,200,53,91,56,24
252,59,22,25,12,58
252,66,23,12,31,13
252,70,37,15,18,77
252,82,22,1,59,91
252,91,30,7,54,78
252,94,31,60,3,29
252,98,42,5,51,80
252,99,2,57,40,49
252,102,29,24,49,7
252,104,7,2,95,8
252,107,9,70,28,11
252,111,7,43,61,29
252,115,2,26,87,86
252,115,13,71,31,27
252,118,59,12,47,21
252,122,73,18,31,43
252,123,44,18,61,83
252,126,91,2,33,82
252,128,81,10,37,93
252,130,14,66,50,27
252,130,60,60,10,47
252,131,56,6,69,28
252,137,35,92,10,55
252,137,72,16,49,26
252,138,69,47,22,38
252,140,38,78,24,34
252,152,31,42,79,71
252,153,55,66,32,83
252,154,56,19,79,39
252,157,51,97,9,85
252,159,67,62,30,1
252,169,69,45,55,19
252,170,1,94,75,4
252,171,59,71,41,29
252,171,83,17,71,48
252,172,28,62,82,23
252,176,76,56,44,36
252,177,93,81,3,24
252,181,82,74,25,13
252,186,53,53,80,13
252,203,61,76,66,39
252,220,97,27,96,2
252,230,73,71,86,5
253,56,22,14,20,91
253,69,53,9,7,70
253,81,13,34,34,42
253,87,12,75,0,57
253,90,12,53,25,90
253,91,29,35,27,63
253,95,14,70,11,36
253,96,11,33,52,59
253,97,10,12,75,4
253,106,63,22,21,28
253,107,10,63,34,28
253,107,65,0,42,41
253,109,7,89,13,33
253,111,25,73,13,42
253,112,23,23,66,53
253,114,5,70,39,12
253,115,38,11,66,10
253,119,14,89,16,54
253,119,39,1,79,76
253,121,6,42,73,47
253,122,26,17,79,59
253,125,98,26,1,27
253,126,51,68,7,31
253,127,29,22,76,31
253,129,42,33,54,7
253,133,2,45,86,20
253,133,70,61,2,34
253,134,0,72,62,52
253,141,48,49,44,75
253,141,71,64,6,3
253,147,12,95,40,89
253,149,32,97,20,3
253,149,99,21,29,56
253,152,81,0,71,31
253,153,71,5,77,21
253,156,48,25,83,72
253,160,81,33,46,30
253,160,81,44,35,3
253,165,90,71,4,7
253,168,45,25,98,2
253,169,37,55,77,17
253,171,94,25,52,35
253,176,97,74,5,4
253,197,26,72,99,3
253,198,60,44,94,34
253,199,43,90,66,28
253,204,75,36,93,21
254,35,1,26,8,59
254,55,15,39,1,71
254,69,50,8,11,41
254,71,27,6,38,87
254,75,17,16,42,0
254,79,11,48,20,46
254,79,28,34,17,29
254,84,44,27,13,76
254,87,4,57,26,50
254,88,66,4,18,40
254,92,20,51,21,47
254,95,85,2,8,35
254,96,55,35,6,43
254,100,11,13,76,76
254,101,11,78,12,35
254,103,62,31,10,54
254,108,3,88,17,5
254,108,84,16,8,98
254,113,18,23,72,26
254,115,52,42,21,44
254,116,11,68,37,68
254,117,57,33,27,73
254,120,29,84,7,19
254,125,62,29,34,48
254,126,22,60,44,29
254,127,34,61,32,32
254,127,56,11,60,7
254,131,23,55,53,51
254,131,54,46,31,9
254,131,57,51,23,54
254,131,62,35,34,72
254,133,25,58,50,23
254,134,48,61,25,86
254,135,85,13,37,10
254,137,37,85,15,25
254,137,39,53,45,49
254,137,93,21,23,53
254,139,22,94,23,28
254,144,15,62,67,32
254,146,72,21,53,54
254,148,99,29,20,1
254,149,29,45,75,42
254,150,52,81,17,13
254,150,58,40,52,39
254,151,34,87,30,60
254,151,98,50,3,27
254,157,92,14,51,20
254,171,15,60,96,29
254,171,63,80,28,45
254,174,85,67,22,7
254,176,61,42,73,0
254,176,97,50,29,31
254,179,62,22,95,53
254,181,27,71,83,37
254,183,55,95,33,14
254,187,63,93,31,18
254,189,72,24,93,29
255,63,19,37,7,80
255,82,22,6,54,37
255,82,23,33,26,35
255,83,46,11,26,72
255,91,43,29,19,51
255,93,23,11,59,56
255,97,22,39,36,33
255,98,31,25,42,33
255,112,70,42,0,25
255,113,92,7,14,47
255,117,2,46,69,61
255,117,31,6,80,40
255,117,44,69,4,57
255,119,29,35,55,8
255,123,24,88,11,48
255,126,53,16,57,51
255,127,6,44,77,27
255,127,15,29,83,38
255,127,41,31,55,86
255,138,43,23,72,34
255,142,52,29,61,35
255,143,8,49,86,17
255,143,47,96,0,77
255,144,43,94,7,35
255,145,58,38,49,23
255,152,60,20,72,47
255,153,24,86,43,86
255,155,19,84,52,7
255,159,92,67,0,42
255,160,85,48,27,9
255,163,57,22,84,10
255,163,91,23,49,10
255,167,86,39,42,4
255,177,57,35,85,6
255,180,77,11,92,5
255,181,86,67,28,42
255,183,18,72,93,58
255,192,70,37,85,57
255,195,61,58,76,24
255,196,85,75,36,7
256,54,25,9,20,58
256,66,2,16,48,58
256,69,54,12,3,77
256,70,35,21,14,95
256,74,2,66,6,90
256,85,60,14,11,5
256,92,19,52,21,80
256,101,56,19,26,81
256,108,98,3,7,26
256,112,82,12,18,61
256,118,26,51,41,74
256,118,46,6,66,58
256,120,66,37,17,9
256,121,26,5,90,84
256,124,77,0,47,54
256,125,31,49,45,30
256,129,5,61,63,7
256,132,89,43,0,57
256,133,70,51,12,68
256,135,35,96,4,53
256,137,41,49,47,56
256,137,60,76,1,44
256,139,35,6,98,7
256,140,74,53,13,28
256,144,19,79,46,75
256,144,54,61,29,4
256,144,83,47,14,13
256,145,9,63,73,33
256,150,84,48,18,3
256,153,86,35,32,42
256,165,88,36,41,6
256,168,22,84,62,13
256,168,91,5,72,10
256,172,42,77,53,63
256,180,40,90,50,13
256,184,71,21,92,25
257,38,1,15,22,99
257,52,17,9,26,90
257,57,52,1,4,32
257,61,4,42,15,80
257,61,28,32,1,70
257,68,59,8,1,93
257,69,9,24,36,91
257,73,47,18,8,3
257,75,9,17,49,73
257,75,25,0,50,33
257,84,26,13,45,48
257,86,71,6,9,88
257,95,17,71,7,35
257,103,85,18,0,3
257,106,5,47,54,46
257,106,67,27,12,34
257,107,21,72,14,45
257,107,92,4,11,67
257,111,7,82,22,6
257,112,16,79,17,80
257,113,6,65,42,54
257,117,43,46,28,50
257,120,3,33,84,10
257,123,38,12,73,71
257,124,21,51,52,73
257,124,43,19,62,29
257,126,55,71,0,21
257,127,20,69,38,49
257,127,88,28,11,39
257,130,19,99,12,17
257,131,86,4,41,4
257,131,99,1,31,4
257,138,49,25,64,32
257,142,27,88,27,49
257,148,12,87,49,90
257,154,37,38,79,92
257,156,67,21,68,48
257,166,22,93,51,42
257,170,36,73,61,27
257,175,41,80,54,32
257,180,93,60,27,37
257,185,65,94,26,15
257,185,68,56,61,2
257,190,33,82,75,28
257,192,86,39,67,47
257,203,99,6,98,45
257,207,79,32,96,5
257,217,34,99,84,6
258,46,0,44,2,83
258,58,18,12,28,86
258,60,36,10,14,96
258,62,46,8,8,27
258,74,31,11,32,32
258,75,54,4,17,91
258,85,42,38,5,51
258,90,3,7,80,44
258,90,4,17,69,69
258,99,0,16,83,37
258,100,52,8,40,68
258,101,33,45,23,76
258,101,52,32,17,39
258,102,60,35,7,91
258,103,11,63,29,16
258,106,52,49,5,44
258,107,42,23,42,51
258,111,45,30,36,34
258,112,17,23,72,85
258,114,35,64,15,71
258,115,34,80,1,28
258,117,28,16,73,42
258,120,9,63,48,56
258,123,12,64,47,85
258,125,28,52,45,25
258,128,23,93,12,26
258,129,25,62,42,48
258,131,57,11,63,87
258,133,34,84,15,3
258,147,85,25,37,4
258,148,74,16,58,69
258,153,67,10,76,54
258,153,93,17,43,46
258,156,69,39,48,28
258,160,94,54,12,59
258,163,49,80,34,15
258,163,65,51,47,66
258,169,22,76,71,75
258,169,84,69,16,18
258,171,76,59,36,13
258,173,40,70,63,37
258,178,79,16,83,17
258,179,37,57,85,16
258,191,88,65,38,16
258,196,70,60,66,16
259,43,16,0,27,42
259,64,30,22,12,93
259,67,15,15,37,9
259,77,3,22,52,41
259,80,23,35,22,14
259,82,9,68,5,73
259,85,1,21,63,62
259,87,2,74,11,69
259,95,28,48,19,85
259,99,10,2,87,86
259,100,11,73,16,17
259,100,30,70,0,70
259,100,54,5,41,20
259,101,7,30,64,47
259,101,13,84,4,49
259,107,21,36,50,4
259,107,37,20,50,19
259,113,15,78,20,69
259,113,96,0,17,65
259,115,18,50,47,15
259,118,8,24,86,11
259,119,21,17,81,25
259,119,25,18,76,92
259,120,48,39,33,31
259,124,41,29,54,65
259,125,32,61,32,90
259,129,40,54,35,75
259,134,33,31,70,44
259,134,44,48,42,47
259,135,15,55,65,1
259,138,41,77,20,86
259,138,75,60,3,10
259,140,42,71,27,97
259,143,35,74,34,23
259,143,57,78,8,4
259,144,49,41,54,37
259,148,86,4,58,45
259,149,70,52,27,23
259,150,14,59,77,28
259,150,37,65,48,44
259,152,36,32,84,16
259,154,82,42,30,33
259,156,0,66,90,44
259,156,64,63,29,10
259,161,18,83,60,37
259,163,9,84,70,4
259,168,66,20,82,44
259,170,64,44,62,11
259,172,64,65,43,43
259,174,46,34,94,13
259,183,48,43,92,48
259,189,29,99,61,17
259,200,47,80,73,0
259,216,69,84,63,4
259,243,80,96,67,10
260,60,29,21,10,85
260,64,23,36,5,79
260,66,31,35,0,80
260,67,26,30,11,43
260,74,14,58,2,20
260,75,15,2,58,66
260,80,31,2,47,26
260,84,13,8,63,99
260,89,14,3,72,25
260,92,19,37,36,63
260,97,51,29,17,68
260,99,53,22,24,38
260,99,72,25,2,0
260,103,11,78,14,69
260,104,13,2,89,21
260,104,13,76,15,85
260,105,6,15,84,76
260,107,4,12,91,23
260,108,42,19,47,32
260,109,14,21,74,83
260,110,11,84,15,46
260,113,20,20,73,4
260,115,26,39,50,67
260,117,15,93,9,26
260,117,56,18,43,66
260,122,6,66,50,49
260,123,4,46,73,36
260,126,16,65,45,31
260,127,96,20,11,21
260,131,6,68,57,21
260,135,28,20,87,52
260,138,58,55,25,33
260,139,29,87,23,11
260,140,27,43,70,28
260,140,38,69,33,84
260,146,27,79,40,14
260,149,22,39,88,46
260,149,41,70,38,32
260,149,69,65,15,48
260,150,83,31,36,4
260,151,37,70,44,7
260,153,12,92,49,85
260,155,24,37,94,28
260,159,78,42,39,61
260,173,86,1,86,49
260,183,79,37,67,26
260,183,82,26,75,5
260,205,30,91,84,47
260,210,90,51,69,12
260,232,98,74,60,12
261,59,5,30,24,27
261,68,18,17,33,42
261,81,26,20,35,57
261,83,8,72,3,17
261,84,47,11,26,53
261,85,14,61,10,95
261,85,21,57,7,93
261,90,29,49,12,50
261,91,3,12,76,61
261,94,20,71,3,84
261,100,59,26,15,73
261,101,7,35,59,18
261,108,11,32,65,35
261,108,53,11,44,77
261,111,24,75,12,87
261,115,16,63,36,57
261,115,59,12,44,74
261,116,41,52,23,23
261,116,97,13,6,47
261,117,17,34,66,39
261,117,62,23,32,6
261,119,17,7,95,40
261,119,39,30,50,59
261,127,71,28,28,54
261,129,21,37,71,39
261,133,65,51,17,28
261,137,82,21,34,41
261,139,27,96,16,4
261,141,61,30,50,50
261,141,91,11,39,16
261,142,14,49,79,61
261,145,47,59,39,36
261,147,16,65,66,36
261,147,49,2,96,50
261,148,66,50,32,33
261,149,75,2,72,10
261,150,77,28,45,69
261,156,88,20,48,9
261,158,94,26,38,54
261,159,59,81,19,52
261,166,35,53,78,21
261,168,32,80,56,22
261,179,83,74,22,16
261,181,57,50,74,7
261,183,67,76,40,22
262,62,3,7,52,42
262,76,8,65,3,95
262,87,26,57,4,71
262,87,31,27,29,62
262,88,12,16,60,96
262,88,27,54,7,44
262,95,2,52,41,37
262,95,51,4,40,63
262,99,4,70,25,96
262,104,8,15,81,84
262,104,15,83,6,74
262,106,44,1,61,63
262,109,23,75,11,46
262,110,3,81,26,35
262,110,6,27,77,20
262,113,17,61,35,94
262,116,42,10,64,31
262,119,42,69,8,24
262,120,70,47,3,6
262,121,31,72,18,29
262,123,58,3,62,42
262,125,87,11,27,59
262,125,90,19,16,70
262,127,77,10,40,35
262,129,14,63,52,76
262,131,1,70,60,24
262,133,16,89,28,55
262,135,31,62,42,5
262,139,86,37,16,8
262,146,85,51,10,2
262,148,83,59,6,28
262,149,17,65,67,60
262,149,70,14,65,26
262,151,10,99,42,58
262,153,61,59,33,30
262,153,84,35,34,74
262,154,94,41,19,1
262,158,5,58,95,49
262,162,53,31,78,44
262,163,29,85,49,39
262,167,53,66,48,15
262,169,71,98,0,10
262,169,93,35,41,4
262,171,41,49,81,32
262,172,93,73,6,59
262,176,44,82,50,40
262,178,51,82,45,5
262,181,32,80,69,26
262,182,36,84,62,29
262,184,50,97,37,33
262,184,58,98,28,27
262,236,62,92,82,8
263,23,17,2,4,81
263,48,21,25,2,87
263,68,55,9,4,68
263,69,7,58,4,68
263,70,10,55,5,74
263,80,16,52,12,96
263,83,28,10,45,64
263,93,7,25,61,76
263,101,23,3,75,94
263,104,6,11,87,53
263,110,10,52,48,60
263,110,15,15,80,18
263,111,56,7,48,90
263,114,56,47,11,30
263,115,36,10,69,32
263,116,27,11,78,61
263,118,63,33,22,79
263,124,23,71,30,38
263,124,31,63,30,63
263,126,59,19,48,6
263,127,41,60,26,57
263,128,12,20,96,6
263,129,97,14,18,45
263,136,40,91,5,45
263,138,7,59,72,83
263,141,25,30,86,18
263,143,81,0,62,11
263,147,50,23,74,34
263,151,51,90,10,46
263,152,70,63,19,47
263,155,82,66,7,67
263,157,44,72,41,3
263,161,18,81,62,64
263,164,47,25,92,22
263,164,95,58,11,96
263,165,81,27,57,2
263,167,72,9,86,39
263,169,24,81,64,24
263,173,66,38,69,15
263,180,75,7,98,53
263,188,37,88,63,28
263,196,87,30,79,23
264,53,26,6,21,75
264,58,25,31,2,82
264,64,19,14,31,77
264,69,65,2,2,21
264,79,27,52,0,58
264,81,7,20,54,98
264,95,11,70,14,8
264,95,27,52,16,16
264,102,30,32,40,18
264,103,26,49,28,68
264,105,4,65,36,96
264,105,10,0,95,66
264,106,0,80,26,34
264,108,43,34,31,83
264,110,16,28,66,51
264,111,49,22,40,58
264,113,62,21,30,34
264,115,59,14,42,72
264,118,6,67,45,26
264,119,40,7,72,1
264,119,50,41,28,40
264,123,4,66,53,35
264,124,37,74,13,58
264,127,61,3,63,72
264,129,43,38,48,17
264,130,22,86,22,31
264,133,27,80,26,24
264,133,49,44,40,24
264,135,72,12,51,59
264,136,75,10,51,28
264,138,69,18,51,46
264,141,71,64,6,29
264,142,18,97,27,70
264,143,60,78,5,41
264,144,63,77,4,22
264,145,16,37,92,61
264,145,20,93,32,12
264,150,44,28,78,2
264,155,59,92,4,40
264,158,19,54,85,7
264,160,41,47,72,87
264,161,18,52,91,73
264,163,39,86,38,14
264,172,47,56,69,5
264,174,20,92,62,26
264,175,37,48,90,9
264,176,75,30,71,56
264,180,15,89,76,8
264,187,83,48,56,29
264,188,66,74,48,6
264,191,72,47,72,10
264,204,63,68,73,9
264,209,96,74,39,16
265,76,54,3,19,26
265,83,40,4,39,48
265,90,31,35,24,57
265,91,7,27,57,66
265,93,55,5,33,87
265,93,58,0,35,49
265,95,15,46,34,94
265,95,61,28,6,12
265,96,87,2,7,88
265,100,37,22,41,80
265,102,19,44,39,49
265,109,38,24,47,54
265,112,9,92,11,46
265,113,0,38,75,29
265,113,30,29,54,22
265,118,44,43,31,40
265,119,12,79,28,83
265,120,21,82,17,30
265,123,33,53,37,74
265,123,54,16,53,82
265,132,35,35,62,27
265,133,26,45,62,57
265,133,37,61,35,29
265,134,60,43,31,58
265,135,16,85,34,13
265,138,61,72,5,59
265,142,8,44,90,85
265,142,90,32,20,14
265,143,54,18,71,17
265,146,78,56,12,64
265,159,61,50,48,23
265,163,0,87,76,42
265,164,11,90,63,15
265,172,76,9,87,39
265,173,91,62,20,11
265,191,57,58,76,51
265,192,65,55,72,15
265,194,66,79,49,37
265,196,53,97,46,53
265,205,77,68,60,0
265,211,84,79,48,4
266,74,47,7,20,73
266,81,31,11,39,1
266,88,14,6,68,82
266,96,19,9,68,43
266,104,18,61,25,78
266,105,31,24,50,11
266,108,25,49,34,67
266,109,16,92,1,14
266,114,37,48,29,52
266,126,56,61,9,21
266,128,42,84,2,96
266,131,65,66,0,41
266,134,52,82,0,57
266,135,36,80,19,7
266,136,77,0,59,5
266,137,59,69,9,8
266,140,77,50,13,9
266,142,35,14,93,96
266,143,87,7,49,2
266,150,49,16,85,52
266,150,92,25,33,16
266,151,34,19,98,50
266,152,27,30,95,32
266,152,35,98,19,27
266,157,9,67,81,4
266,160,26,85,49,35
266,160,42,92,26,2
266,161,75,56,30,69
266,163,68,94,1,0
266,165,26,96,43,15
266,170,46,84,40,18
266,172,78,70,24,49
266,174,29,61,84,12
266,180,51,86,43,5
266,180,73,12,95,37
266,183,63,84,36,18
266,191,27,79,85,34
266,193,28,87,78,35
266,195,89,39,67,6
266,202,71,77,54,38
266,204,55,97,52,0
266,211,74,94,43,4
266,218,73,89,56,0
266,236,73,78,85,1
267,67,14,12,41,30
267,68,17,39,12,60
267,73,26,38,9,79
267,85,0,68,17,62
267,95,27,15,53,80
267,97,30,14,53,91
267,98,8,28,62,90
267,100,0,80,20,30
267,107,9,84,14,30
267,108,47,5,56,37
267,111,51,24,36,59
267,114,21,51,42,60
267,118,19,55,44,37
267,119,26,56,37,71
267,126,44,20,62,38
267,126,67,30,29,17
267,128,92,3,33,72
267,129,19,11,99,76
267,129,66,18,45,54
267,129,81,10,38,58
267,132,9,85,38,7
267,137,49,44,44,89
267,137,74,31,32,9
267,140,12,67,61,28
267,140,96,1,43,22
267,141,40,80,21,38
267,143,7,44,92,33
267,146,63,8,75,28
267,148,68,22,58,64
267,150,27,59,64,90
267,157,90,55,12,42
267,164,29,44,91,15
267,166,87,1,78,69
267,167,39,76,52,38
267,171,3,77,91,76
267,173,74,4,95,18
267,174,20,94,60,23
267,174,85,25,64,9
267,175,2,99,74,18
267,186,82,33,71,55
267,193,5,99,89,37
267,240,55,87,98,5
268,56,5,3,48,68
268,58,29,20,9,97
268,64,6,37,21,75
268,78,51,6,21,55
268,97,47,41,9,78
268,98,63,29,6,89
268,101,66,21,14,54
268,108,14,49,45,46
268,108,25,6,77,42
268,111,29,19,63,47
268,111,44,9,58,99
268,111,81,20,10,4
268,113,31,2,80,17
268,113,35,53,25,74
268,117,33,77,7,68
268,119,57,2,60,46
268,121,32,71,18,56
268,121,59,14,48,29
268,123,49,43,31,11
268,128,27,30,71,63
268,130,33,9,88,81
268,132,36,87,9,98
268,134,27,83,24,23
268,134,83,13,38,49
268,136,68,63,5,49
268,137,40,57,40,77
268,137,73,4,60,25
268,138,1,74,63,0
268,138,45,47,46,97
268,138,64,50,24,39
268,142,38,5,99,13
268,143,2,67,74,46
268,143,89,50,4,71
268,146,61,45,40,13
268,147,62,1,84,11
268,148,34,68,46,96
268,152,78,44,30,43
268,153,13,45,95,48
268,153,93,12,48,17
268,155,9,99,47,80
268,171,69,86,16,36
268,173,5,84,84,21
268,176,58,38,80,92
268,176,92,68,16,17
268,179,88,69,22,6
268,181,66,24,91,43
268,181,78,68,35,63
268,184,14,97,73,18
268,184,77,58,49,20
268,222,67,87,68,3
268,229,82,96,51,10
269,54,41,6,7,97
269,55,8,5,42,60
269,66,20,7,39,88
269,78,9,35,34,60
269,80,12,54,14,25
269,83,62,4,17,73
269,87,13,51,23,68
269,88,24,37,27,79
269,92,35,56,1,87
269,92,70,9,13,61
269,104,55,40,9,71
269,105,48,2,55,54
269,107,34,8,65,61
269,108,71,24,13,25
269,109,3,56,50,9
269,112,1,88,23,97
269,114,11,42,61,44
269,123,82,24,17,23
269,126,34,58,34,43
269,127,66,36,25,71
269,127,67,0,60,6
269,129,62,27,40,93
269,131,50,40,41,74
269,133,31,5,97,22
269,135,36,11,88,48
269,139,34,21,84,60
269,140,11,78,51,86
269,143,19,76,48,62
269,143,33,42,68,29
269,144,27,42,75,29
269,146,46,40,60,59
269,147,78,58,11,10
269,149,15,48,86,11
269,151,87,23,41,59
269,152,51,10,91,1
269,156,91,26,39,66
269,158,20,46,92,42
269,159,62,97,0,8
269,159,95,41,23,57
269,160,92,28,40,17
269,164,15,74,75,23
269,164,19,48,97,27
269,165,26,90,49,41
269,165,93,15,57,61
269,169,45,60,64,31
269,169,73,88,8,21
269,170,44,48,78,61
269,173,53,82,38,50
269,173,68,23,82,0
269,175,73,97,5,22
269,182,95,58,29,39
269,186,33,71,82,0
269,202,87,78,37,16
269,209,83,36,90,3
270,22,18,4,0,96
270,54,5,23,26,64
270,65,4,4,57,94
270,65,8,29,28,89
270,71,41,15,15,93
270,78,34,19,25,95
270,82,28,14,40,17
270,83,45,33,5,83
270,87,64,8,15,49
270,94,55,37,2,54
270,95,5,53,37,60
270,98,20,22,56,41
270,105,8,53,44,85
270,108,20,24,64,33
270,109,33,73,3,24
270,111,38,0,73,16
270,113,92,12,9,32
270,115,10,70,35,2
270,115,58,57,0,74
270,115,67,1,47,1
270,120,25,3,92,18
270,120,50,48,22,48
270,122,68,29,25,70
270,124,39,55,30,40
270,127,12,38,77,53
270,129,98,4,27,40
270,133,63,48,22,48
270,134,19,73,42,42
270,135,72,19,44,38
270,137,11,39,87,33
270,143,41,20,82,1
270,143,65,9,69,20
270,144,44,8,92,1
270,144,51,40,53,29
270,147,25,81,41,13
270,150,9,56,85,18
270,154,36,40,78,23
270,156,77,42,37,75
270,160,47,29,84,65
270,160,84,68,8,40
270,165,41,34,90,36
270,167,83,36,48,52
270,171,51,40,80,33
270,172,64,58,50,37
270,172,95,66,11,0
270,173,37,79,57,41
270,182,39,52,91,46
270,182,78,10,94,2
270,192,66,75,51,16
270,192,98,37,57,34
270,193,46,93,54,15
270,193,66,36,91,16
270,195,63,63,69,38
270,198,4,97,97,33
270,203,57,78,68,8
270,208,94,28,86,13
270,220,96,98,26,13
270,221,86,87,48,2
271,77,14,20,43,40
271,77,22,3,52,89
271,82,22,19,41,26
271,86,28,24,34,53
271,86,43,3,40,22
271,87,29,30,28,33
271,97,24,13,60,84
271,102,45,46,11,59
271,103,90,13,0,83
271,106,37,15,54,78
271,107,50,0,57,22
271,110,72,4,34,61
271,112,31,15,66,69
271,116,2,79,35,89
271,116,33,32,51,97
271,116,65,34,17,25
271,118,62,1,55,92
271,119,98,21,0,95
271,121,7,99,15,67
271,123,30,6,87,56
271,125,70,23,32,38
271,126,32,37,57,61
271,126,86,40,0,34
271,126,93,28,5,33
271,130,6,36,88,32
271,130,32,91,7,71
271,135,94,34,7,58
271,140,21,42,77,67
271,141,11,47,83,63
271,141,37,75,29,73
271,144,36,22,86,69
271,146,30,60,56,5
271,147,1,67,79,39
271,148,47,85,16,29
271,149,54,69,26,51
271,149,71,13,65,13
271,151,3,56,92,18
271,153,48,28,77,76
271,161,62,63,36,47
271,163,41,84,38,33
271,164,59,35,70,3
271,172,70,84,18,54
271,173,61,43,69,34
271,174,55,76,43,23
271,179,32,92,55,38
271,179,89,70,20,9
271,180,78,24,78,79
271,182,29,90,63,21
271,195,86,84,25,50
271,223,68,70,85,20
271,235,88,87,60,0
272,53,20,32,1,72
272,58,3,20,35,71
272,62,16,13,33,66
272,64,21,16,27,49
272,75,33,10,32,36
272,76,2,61,13,99
272,84,24,15,45,83
272,85,8,29,48,37
272,96,6,60,30,46
272,101,27,61,13,33
272,101,76,23,2,66
272,104,49,35,20,41
272,107,1,40,66,99
272,109,39,60,10,57
